UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED BALLOTS,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PR (1),PR (1) CANDIDATE,PR (1) CANDIDATE SEX,PR (1) CANDIDATE AGE,PR (1) VOTE,PR (1) CANDIDATE LOST DEPOSIT ,PR (2),PR (2) CANDIDATE,PR (2) CANDIDATE SEX,PR (2) CANDIDATE AGE,PR (2) VOTE,PR (2) CANDIDATE LOST DEPOSIT ,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE SEX,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,OTHER PARTY (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE,INDEPENDENT (4) CANDIDATE SEX,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE,INDEPENDENT (4) CANDIDATE LOST DEPOSIT
P.085_N.21,PAHANG,P.085,PEKAN,N.21,PERAMU JAYA,BN - UMNO,,28720,7627,85.81,24645,90,411,24144,UMNO,SH. MOHMED PUZI BIN SH. ALI,MALE,,15769,,,,,,,,PAS,USTAZ ABU KASSIM,MALE,,8142,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,SYED MOHAMMAD FAIZ BIN SYED AZEMMANT,MALE,26,233,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.085_N.22,PAHANG,P.085,PEKAN,N.22,BEBAR,BN - UMNO,,13445,6715,84.18,11318,28,313,10977,UMNO,MOHAMMAD FAKHRUDDIN BIN MOHD ARIFF,MALE,47,8846,,PKR,MOHD JAFRI HJ AB RASHID,MALE,,2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.085_N.23,PAHANG,P.085,PEKAN,N.23,CHINI,BN - UMNO,,19247,7675,84.91,16343,57,303,15983,UMNO,ABU BAKAR BIN HARUN,MALE,53,11829,,PKR,SITARUNISAH BINTI AB KADIR,FEMALE,,4154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.086_N.24,PAHANG,P.086,MARAN,N.24,LUIT,BN - UMNO,,11206,401,83.61,9369,34,212,9123,UMNO,NURHIDAYAH BINTI MOHAMAD SHAHAIMI,FEMALE,30,4631,,,,,,,,PAS,USTAZ SHAHRUL NIZAM ABDUL HALIFF,MALE,34,4230,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HOUSE,KHAIRUL NIZAM BIN ABDUL MAJID,MALE,,262,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.086_N.25,PAHANG,P.086,MARAN,N.25,KUALA SENTUL,BN - UMNO,,12817,3293,84.09,10778,40,229,10509,UMNO,SHAHANIZA BT SHAMSUDDIN,FEMALE,43,6901,,PKR,MOHAMAD RAZALI BIN ITHNAIN,MALE,,3608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.086_N.26,PAHANG,P.086,MARAN,N.26,CHENOR,BN - UMNO,,14413,2309,87.44,12603,78,250,12275,UMNO,MOHAMED ARIFIN BIN AWANG ISMAIL,MALE,,7292,,,,,,,,PAS,CIKGU HASENAN HARON,MALE,,4983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.087_N.27,PAHANG,P.087,KUALA KRAU,N.27,JENDERAK,BN - UMNO,,9728,2182,84.88,8257,29,222,8006,UMNO,DATO’ HAJI MOHAMED BIN HAJI JAAFAR,MALE,61,5047,,PKR,HAJI SUHAIMI SAID,MALE,69,2865,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - ELEPHANT,PARIRUDDIN,MALE,,94,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.087_N.28,PAHANG,P.087,KUALA KRAU,N.28,KERDAU,BN - UMNO,,10801,2513,88.10,9516,37,168,9311,UMNO,USTAZ SYED IBRAHIM BIN SYED AHMAD,MALE,46,5912,,,,,,,,PAS,USTAZ KAMAL BIN ASHAARI,MALE,43,3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.087_N.29,PAHANG,P.087,KUALA KRAU,N.29,JENGKA,BN - UMNO,,22474,1303,88.50,19890,50,237,19603,UMNO,WAN SALMAN BIN HJ WAN ISMAIL,MALE,48,10453,,,,,,,,PAS,USTAZ DATO’ TUAN IBRAHIM TUAN MAN,MALE,53,9150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.088_N.30,PAHANG,P.088,TEMERLOH,N.30,MENTAKAB,PR - DAP,,16991,1554,85.15,14467,37,220,14210,MCA,CHUAH BOON SEONG,MALE,58,6328,,DAP,TENGKU ZULPURI SHAH,MALE,49,7882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.088_N.31,PAHANG,P.088,TEMERLOH,N.31,LANCHANG,BN - UMNO,,23624,1127,85.72,20251,42,550,19659,UMNO,DATO’ HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,51,10393,,PKR,AHMAD NIZAM BIN HAMID,MALE,,9266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.088_N.32,PAHANG,P.088,TEMERLOH,N.32,KUALA SEMANTAN,PR - PAS,,25490,2685,85.83,21877,75,285,21517,UMNO,MOHAMMAD ANUAR BIN MOHD. YUNUS,MALE,46,9416,,,,,,,,PAS,SYED HAMID B SYED MOHD,MALE,61,12101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.089_N.33,PAHANG,P.089,BENTONG,N.33,BILUT,PR - DAP,,17680,2607,84.93,15015,33,263,14719,MCA,LEONG KIM SOON,MALE,36,6056,,DAP,CHOW YU HUI,MALE,30,8663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.089_N.34,PAHANG,P.089,BENTONG,N.34,KETARI,PR - DAP,,21681,2140,84.48,18316,40,316,17960,MCA,WOONG CHOO YAK,MALE,56,7910,,DAP,LEE CHIN CHEN,MALE,,10050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.089_N.35,PAHANG,P.089,BENTONG,N.35,SABAI,PR - DAP,,10868,117,83.10,9031,25,245,8761,MIC,GOONASAKAREN A/L RAMAN,MALE,54,4322,,DAP,KAMACHE,FEMALE,43,4439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.089_N.36,PAHANG,P.089,BENTONG,N.36,PELANGAI,BN - UMNO,,12037,2475,85.29,10266,24,227,10015,UMNO,ADNAN BIN YAAKOB,MALE,63,6245,,,,,,,,PAS,ABDUL HAMID BIN BAHATIM,MALE,,3770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.090_N.37,PAHANG,P.090,BERA,N.37,GUAI,BN - UMNO,,17034,2398,85.08,14493,67,184,14242,UMNO,NOROL AZALI BIN SULAIMAN,MALE,41,8320,,,,,,,,PAS,MUSANIFF BIN AB. RAHMAN,MALE,,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.090_N.38,PAHANG,P.090,BERA,N.38,TRIANG,PR - DAP,,18527,5009,83.22,15418,33,242,15143,GERAKAN,TAN TIN LOON,MALE,45,5067,,DAP,LEONG YU MAN,FEMALE,28,10076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.090_N.39,PAHANG,P.090,BERA,N.39,KEMAYAN,BN - UMNO,,15436,4063,84.43,13033,28,310,12695,UMNO,MOHD FADIL BIN OSMAN,MALE,48,8379,,PKR,BOB MANOLAN MOHAMAD,MALE,37,4316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.091_N.40,PAHANG,P.091,ROMPIN,N.40,BUKIT IBAM,BN - UMNO,,19671,5466,86.23,16962,75,265,16622,UMNO,WAN KADRI BIN WAN MAHUSAIN,MALE,58,10931,,,,,,,,PAS,USTAZ SUKRI BIN AHMAD,MALE,,5465,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,IENAN B KASSIM,MALE,,226,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.091_N.41,PAHANG,P.091,ROMPIN,N.41,MUADZAM SHAH,BN - UMNO,,17409,6704,86.20,15007,34,399,14574,UMNO,MAZNAH BINTI MAZLAN,FEMALE,63,10639,,PKR,MUHAMAD NORDIN BIN PA’WAN CHIK,MALE,,3935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.091_N.42,PAHANG,P.091,ROMPIN,N.42,TIOMAN,BN - UMNO,,16516,4086,85.04,14045,57,237,13751,UMNO,MOHD JOHARI BIN HUSSAIN,MALE,40,8883,,,,,,,,PAS,PEGUAM FADZLI RAMLY,MALE,35,4797,,,,,,,,,,,,,,,,,,,,INDEPENDENT - PEN,IMAM ZUL,MALE,,71,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.092_N.01,SELANGOR,P.092,SABAK BERNAM,N.01,SUNGAI AIR TAWAR,BN - UMNO,,15187,1416,85.74,13022,52,194,12776,UMNO,KAMAROL ZAKI BIN HAJI ABDUL MALIK,MALE,54,7096,,,,,,,,PAS,CIKGU WAHID RAIS,MALE,,5680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.092_N.02,SELANGOR,P.092,SABAK BERNAM,N.02,SABAK,PR - PAS,,22131,399,85.12,18837,95,299,18443,UMNO,ABDUL HALIM BIN UDIN,MALE,46,9022,,,,,,,,PAS,USTAZ SALLEHEN MUKHYI,MALE,46,9421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.093_N.03,SELANGOR,P.093,SUNGAI BESAR,N.03,SUNGAI PANJANG,BN - UMNO,,26590,2183,88.36,23496,93,374,23029,UMNO,BUDIMAN BIN MOHD ZOHDI,MALE,41,12606,,,,,,,,PAS,USTAZ HAJI FADZIN,MALE,,10423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.093_N.04,SELANGOR,P.093,SUNGAI BESAR,N.04,SEKINCHAN,PR - DAP,,16247,2239,88.10,14314,40,299,13975,MCA,KEK SENG HOOI,MALE,50,5868,,DAP,NG SUEE LIM,MALE,43,8107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.094_N.05,SELANGOR,P.094,HULU SELANGOR,N.05,HULU BERNAM,BN - UMNO,,20933,3032,86.58,18124,101,261,17762,UMNO,DATUK ROSNI BINTI SOHAR,FEMALE,55,10397,,,,,,,,PAS,HJ. IDRIS AHMAD,MALE,50,7365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.094_N.06,SELANGOR,P.094,HULU SELANGOR,N.06,KUALA KUBU BAHARU,PR - DAP,,21186,1702,85.74,18165,64,390,17711,MCA,JESSIE OOI @ OOI HUI WEN,FEMALE,34,7767,,DAP,LEE KEE HIONG,FEMALE,47,9469,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - ELEPHANT,YOONG THAM FOOK,MALE,59,250,LOST DEPOSIT,INDEPENDENT - TREE,PRITPAL SINGH A/L MENDER SINGH,MALE,,117,LOST DEPOSIT,INDEPENDENT - HORSE,NADARAJAH A/L SUPRAMANIAM,MALE,,108,LOST DEPOSIT,,,,,,
P.094_N.07,SELANGOR,P.094,HULU SELANGOR,N.07,BATANG KALI,BN - UMNO,,43578,5398,89.09,38824,89,545,38190,UMNO,MAT NADZARI BIN AHMAD DAHLAN,MALE,53,21189,,PKR,DATO RAMACHANDRAN,MALE,40,15791,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,MUSTAPA KAMAL BIN SAPINGI,MALE,,734,LOST DEPOSIT,INDEPENDENT - HIBISCUS,MUSTAF BIN TALIB,MALE,,476,LOST DEPOSIT,,,,,,,,,,,,
P.095_N.08,SELANGOR,P.095,TANJONG KARANG,N.08,SUNGAI BURONG,BN - UMNO,,22697,3013,89.31,20271,52,304,19915,UMNO,DATO' MOHD SHAMSUDIN BIN LIAS,MALE,60,11464,,,,,,,,PAS,USTAZ MOHAMAD JUDI,MALE,58,8451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.095_N.09,SELANGOR,P.095,TANJONG KARANG,N.09,PERMATANG,BN - UMNO,,19636,1026,89.11,17497,37,312,17148,UMNO,SULAIMAN BIN HAJI ABDUL RAZAK,MALE,52,9049,,PKR,YAHYA SAHRI,MALE,44,8023,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AEROPLANE,LOW TAN,MALE,,76,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.096_N.10,SELANGOR,P.096,KUALA SELANGOR,N.10,BUKIT MELAWATI,BN - UMNO,,16118,806,87.56,14113,33,294,13786,UMNO,JAKIRAN BIN JACOMAH,MALE,61,7296,,PKR,MANIKAVASAGAM A/L SUNDARAM,MALE,48,6490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.096_N.11,SELANGOR,P.096,KUALA SELANGOR,N.11,IJOK,PR - PKR,,18639,739,89.26,16638,36,297,16305,MIC,KR. PARTHIBAN,MALE,43,7783,,PKR,DR. IDRIS BIN AHMAD,MALE,65,8522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.096_N.12,SELANGOR,P.096,KUALA SELANGOR,N.12,JERAM,BN - UMNO,,27541,2834,90.20,24841,49,362,24430,UMNO,AMIRUDDIN BIN SETRO,MALE,53,13632,,,,,,,,PAS,CIKGU RASHID KASSIM,MALE,55,10798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.097_N.13,SELANGOR,P.097,SELAYANG,N.13,KUANG,BN - UMNO,,24319,1255,88.26,21463,53,378,21032,UMNO,ABDUL SHUKUR BIN IDRUS,MALE,47,11027,,PKR,TENKU MARAZIYAH BINTI TENKU SULAIMAN,FEMALE,51,9772,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,ZAHARIMAN BIN ABD LATIP,MALE,,233,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.097_N.14,SELANGOR,P.097,SELAYANG,N.14,RAWANG,PR - PKR,,32208,9241,86.70,27923,54,394,27475,MCA,LEE LI YEW,MALE,49,9117,,PKR,GAN PEI NEI,FEMALE,32,18358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.097_N.15,SELANGOR,P.097,SELAYANG,N.15,TAMAN TEMPLER,PR - PAS,,49368,7467,87.39,43142,114,666,42362,UMNO,DATO' SRI SUBAHAN KAMAL,MALE,48,17200,,,,,,,,PAS,ZAIDY ABDUL TALIB,MALE,41,24667,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,ROSLAN BIN BASARUDDIN,MALE,,495,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.098_N.16,SELANGOR,P.098,GOMBAK,N.16,BATU CAVES,PR - PKR,,30869,3261,85.92,26523,80,418,26025,MIC,N. RAWI,MALE,49,11291,,PKR,AMIRUDIN SHARI,MALE,33,14552,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,SUMAN A/L GOPAL,MALE,,182,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.098_N.17,SELANGOR,P.098,GOMBAK,N.17,GOMBAK SETIA,PR - PAS,,46285,1681,87.23,40376,165,378,39833,UMNO,DATUK HJ SAID ANUAR BIN SAID AHMAD,MALE,51,19076,,,,,,,,PAS,HASBULLAH RIDZWAN,MALE,38,20757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.098_N.18,SELANGOR,P.098,GOMBAK,N.18,HULU KELANG,PR - PAS,,46136,2881,87.22,40241,142,360,39739,UMNO,ABDUL RAHIM KAMARUDIN,MALE,59,18429,,,,,,,,PAS,SAARI BIN SUNGIB,MALE,56,21310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.099_N.19,SELANGOR,P.099,AMPANG,N.19,BUKIT ANTARABANGSA,PR - PKR,,34467,4044,85.16,29353,89,304,28960,UMNO,MOHAMAD NADZIM BIN IBRAHIM,MALE,42,12458,,PKR,AZMIN ALI,MALE,49,16502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.099_N.20,SELANGOR,P.099,AMPANG,N.20,LEMBAH JAYA,PR - PAS,,48668,8713,86.75,42221,95,469,41657,UMNO,DATUK BADERISHAM BIN HAJI JOLLY,MALE,,16472,,,,,,,,PAS,KHASIM BIN ABDUL AZIZ,MALE,,25185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.100_N.21,SELANGOR,P.100,PANDAN,N.21,CHEMPAKA,PR - PAS,,42995,9608,86.39,37142,84,432,36626,UMNO,MUHAMMAD FAIZAL BIN SUFAR,MALE,,13509,,,,,,,,PAS,ISKANDAR BIN ABDUL SAMAD,MALE,52,23117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.100_N.22,SELANGOR,P.100,PANDAN,N.22,TERATAI,PR - DAP,,40862,13646,88.31,36086,67,501,35518,GERAKAN,BEN LIEW POK BOON,MALE,37,9932,,DAP,TIEW WAY KENG,FEMALE,,23578,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JENICE LEE YING HA,FEMALE,33,1832,LOST DEPOSIT,INDEPENDENT - HIBISCUS,CHIN KOK KEONG,MALE,,115,LOST DEPOSIT,INDEPENDENT - KEY,LIM AH CHAI,MALE,,61,LOST DEPOSIT,,,,,,
P.101_N.23,SELANGOR,P.101,HULU LANGAT,N.23,DUSUN TUA,PR - PAS,,46038,4071,88.74,40852,163,438,40251,UMNO,HAJI ISMAIL BIN SANI,MALE,,18090,,,,,,,,PAS,RAZALY BIN HASSAN,MALE,61,22161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.101_N.24,SELANGOR,P.101,HULU LANGAT,N.24,SEMENYIH,BN - UMNO,,42344,4757,88.73,37572,216,701,36655,UMNO,JOHAN BIN ABD AZIZ,MALE,47,17922,,PKR,HAMIDI BIN A. HASAN,MALE,,13165,,,,,,,,PSM,ARUL,MALE,48,5568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.101_N.25,SELANGOR,P.101,HULU LANGAT,N.25,KAJANG,PR - PKR,,38965,6824,88.37,34432,142,541,33749,MCA,LEE BAN SENG,MALE,49,12747,,PKR,LEE CHIN CHEH,MALE,42,19571,,,,,,,,BERJASA,MOHAMAD BIN ISMAIL,MALE,,1014,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT - HIBISCUS,IR.MOHD IWAN JEFREY BIN ABDUL MAJID,MALE,,249,LOST DEPOSIT,INDEPENDENT - BIRD,ONG YAN FOO,MALE,,85,LOST DEPOSIT,INDEPENDENT - HORSE,MOHD KHALID BIN KASSIM,MALE,,83,LOST DEPOSIT,,,,,,
P.102_N.26,SELANGOR,P.102,SERDANG,N.26,BANGI,PR - PAS,,53268,11838,88.54,47165,149,454,46562,UMNO,DATO' MOHD ZAIDI BIN HAJI MD ZAIN,MALE,42,17362,,,,,,,,PAS,USTAZ SHAFIE NGAH,MALE,47,29200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.102_N.27,SELANGOR,P.102,SERDANG,N.27,BALAKONG,PR - DAP,,42829,13542,88.74,38005,94,548,37363,MCA,DR LAI KWONG CHOY,MALE,51,11584,,DAP,NG TIEN CHEE (EDDIE),MALE,35,25126,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HOUSE,LEE AH SENG,MALE,,653,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.102_N.28,SELANGOR,P.102,SERDANG,N.28,SERI KEMBANGAN,PR - DAP,,37042,22078,89.54,33169,48,387,32734,MCA,CHIN TOONG KANG,MALE,53,5328,,DAP,EAN YONG HIAN WAH,MALE,34,27406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.103_N.29,SELANGOR,P.103,PUCHONG,N.29,SERI SERDANG,PR - PAS,,72769,16251,88.19,64176,155,798,63223,UMNO,MOHAMAD YUSOF BIN MOHAMED YASSIN,MALE,,23486,,,,,,,,PAS,NOOR HANIM BINTI ISMAIL,FEMALE,51,39737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.103_N.30,SELANGOR,P.103,PUCHONG,N.30,KINRARA,PR - DAP,,34241,14604,88.65,30353,38,253,30062,MCA,WONG HOCK AUN,MALE,59,7729,,DAP,NG SZE HAN,MALE,42,22333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.104_N.31,SELANGOR,P.104,KELANA JAYA,N.31,SUBANG JAYA,PR - DAP,,61688,28069,86.22,53186,134,389,52663,MCA,GAN MENG FOO,MALE,50,12297,,DAP,HANNAH YEOH,FEMALE,34,40366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.104_N.32,SELANGOR,P.104,KELANA JAYA,N.32,SERI SETIA,PR - PKR,,39548,4663,84.23,33311,74,516,32721,UMNO,DATUK HJ ABDUL HALIM BIN SAMAD,MALE,46,14029,,PKR,NIK NAZMI NIK AHMAD,MALE,31,18692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.105_N.33,SELANGOR,P.105,PETALING JAYA SELATAN,N.33,TAMAN MEDAN,PR - PKR,,44974,3731,84.72,38101,93,494,37514,UMNO,AB WAHAB BIN IBRAHIM,MALE,,16747,,PKR,HANIZA TALHA,FEMALE,51,20478,,,,,,,,,,,,,,,,,,,,KITA,TUAN HAJI JOHAN ASIK SHAAH,MALE,51,55,LOST DEPOSIT,INDEPENDENT - KEY,HJ. KAMARUL ZAMAN,MALE,,213,LOST DEPOSIT,INDEPENDENT - SPECTACLES,ZARQASYI ZULKARNAIN,MALE,,21,LOST DEPOSIT,,,,,,,,,,,,
P.105_N.34,SELANGOR,P.105,PETALING JAYA SELATAN,N.34,BUKIT GASING,PR - DAP,,34584,15842,78.71,27222,44,229,26949,GERAKAN,JUAN SEI CHANG,MALE,42,5326,,DAP,RAJIV A/L RISHYAKARAN,MALE,32,21168,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,SIMON LEE,MALE,34,287,LOST DEPOSIT,INDEPENDENT - HIBISCUS,MAK KHUIN WENG,MALE,36,168,LOST DEPOSIT,,,,,,,,,,,,
P.106_N.35,SELANGOR,P.106,PETALING JAYA UTARA,N.35,KAMPUNG TUNKU,PR - DAP,,32007,13685,81.46,26073,31,203,25839,MCA,KELVIN CHONG SENG FOO,MALE,45,6077,,DAP,LAU WENG SAN,MALE,35,19762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.106_N.36,SELANGOR,P.106,PETALING JAYA UTARA,N.36,DAMANSARA UTAMA,PR - DAP,,53394,30689,83.63,44654,16,341,44297,MCA,LIM CHOON KIN,MALE,58,6614,,DAP,YEO BEE YIN,FEMALE,30,37303,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,LIEW WEI BENG,MALE,,380,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.107_N.37,SELANGOR,P.107,SUBANG,N.37,BUKIT LANJAN,PR - PKR,,39978,17200,87.11,34824,72,336,34416,GERAKAN,CHONG TUCK CHIEW,MALE,,8608,,PKR,ELIZABETH WONG,FEMALE,43,25808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.107_N.38,SELANGOR,P.107,SUBANG,N.38,PAYA JARAS,PR - PAS,,43617,5522,88.72,38699,128,477,38094,UMNO,DATO' IR MUHAMMAD BUSHRO BIN MAT JOHOR,MALE,54,16286,,,,,,,,PAS,KHAIRUDDIN OTHMAN,MALE,41,21808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.107_N.39,SELANGOR,P.107,SUBANG,N.39,KOTA DAMANSARA,BN - UMNO,,44948,1527,87.69,39414,101,542,38771,UMNO,HALIMATON SAADIAH BINTI BOHAN,FEMALE,57,16387,,PKR,DR NASIR HASHIM,MALE,,14860,,PAS,RIDZUAN BIN ISMAIL,MALE,,7312,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,HALMI BIN OMAR,MALE,,116,LOST DEPOSIT,INDEPENDENT - AEROPLANE,EDROS,MALE,,57,LOST DEPOSIT,INDEPENDENT - HIBISCUS,SUPPIAH,MALE,,39,LOST DEPOSIT,,,,,,
P.108_N.40,SELANGOR,P.108,SHAH ALAM,N.40,KOTA ANGGERIK,PR - PKR,,54952,4503,88.69,48738,113,470,48155,UMNO,MOHD YUSOF DIN,MALE,41,21758,,PKR,DR HJ. YAAKOB BIN SAPARI,MALE,52,26261,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,ERIQ FAISAL BIN RUSLI,MALE,,136,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.108_N.41,SELANGOR,P.108,SHAH ALAM,N.41,BATU TIGA,PR - PKR,,45005,3805,87.52,39390,71,432,38887,UMNO,AHMAD NAWAWI BIN M.ZIN,MALE,51,17479,,PKR,RODZIAH ISMAIL,FEMALE,49,21284,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,MOHD UZI BIN CHE HUSSIN,MALE,32,124,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
